Culture,Focal_Year,PBM_Data,Source,Source_Coverage_Years,Sub_Group,Full_Pinpoint information,Page_Nums,HRAF_Sources,SCCS_Sources,DPlace_Sources,Source_URL,My_Comments,
Wayuu (Goajiro),,0,"Wilbert, Joannes. 1962. Literatura oral y creencias de los indios Goajiro. Memoira de la Sociedad de Ciencias Naturales La Salle, 22(62), 103-115.",1957 (field date),Venezuelan part of La Guajira Peninsula,,12,0,3,0,https://drive.google.com/file/d/1WJUuMwULdE_l-YCrGm8b3zpD91mxZPo1/view?usp=drive_link,,
Wodaabe Fulani,1951,,,,Wodaabe Fulani of Niger,"Degeriji and Alijam maximal lineages of pastoral Wodaabe Fulani in Niger (offshoot of Sokoto Fulani), from 13° to 17°N and 5° to 10°E, about 1950. […] The Wodaabe are a Niger and Northern offshoot of the Sokoto group, which was divided into two great empires on the death of Osman, and ruled from Sokoto and Gwandu. In Niger, just to the north of the Sokoto empire, the present distribution of the Wodaabe groups is as follows: 1. Alijam and Degereji maximal lineages, nomadic pastoralists, around Aden and Damerg. 2. Jajaanko'en, and offshoot of Alijam, close to Cazaure and Katsina sedentary populations of the old empire around Sokoto, but nomadic pastoral. 3. Kabawa, an offshoot of Alijam, in between them and the Degereji, nomadic pastoral. 4. Filani Wbaabe, semi-sedentrized because they have lost much of their cattle, now practicing some cultivation close to the old capital of Kazaure. 5. Katsinanki'en, reduced to slavery at Kazaure. 6. Na-Habaruuji, reduced to slavery in southeastern Niger around Goure, and into Chad the east all the way into Chad. […] The Alijam and Dogereju around Damerou (Tanouto and Ader (Tahoua) are closely related and from a single tribal cluster with ceremonial affiliations with the sedentary Dabanko'en (#7) population. They are the principal subject of Dupire's field work and ethnographic reports, and are closely related to the Bornu group studied by Stenning in Northern Nigeria (the three groups formed a single loose tribal agglomeration at some time in the past. […] 1950 approximates the field work of Dupire (1951) and Stenning (1951-53). (White 2009, p. 31-32)",1762,,,,,,
Wodaabe Fulani,,1,"Dupire, Marguerite. 1962a. Peuls nomades: Étude descriptive des Wodaabe nomades du sahel nigerien. Travaux et Mémoires de I’ Institut d’ Ethnologie 64: 1-327. Paris.",1951-1952 (field dates); 1951-1955 (total coverage),"Alijam and Dogereju groups around Damerou (Tanouto) and Ader (Tahoua), Tahoua and Zinder regions, Niger",,327,S1,1,0,https://ehrafworldcultures.yale.edu/document?id=ms11-002,,
Wodaabe Fulani,,0,"Dupire, Marguerite. 1962b. Trade and Markets in the Economy of the Nomadic Fulani of Niger. In Markets in Africa. P. Bohannan and G. Dalton, eds. pp. 335-62. Evanston.",1951-1952 (field dates); 1951-1955 (total coverage),"Alijam and Dogereju groups around Damerou (Tanouto) and Ader (Tahoua), Tahoua and Zinder regions, Niger",,27,S1,1,0,https://ehrafworldcultures.yale.edu/document?id=ms11-004,,
Wodaabe Fulani,,1,"Dupire, Marguerite. 1963. The Position of Women in a Pastoral Society (Wodaabe). In D. Paulme (ed.), Women of Tropical Africa, 47-92.",1951-1952 (field dates); 1951-1955 (total coverage),"Bororo (Pastoral Fulani, among whom the WoDaaBe form one of the largest groups), Southwestern Niger",,45,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=ms11-003,,
Wodaabe Fulani,,0,"Hopen, C. Edward. 1958. The Pastoral Fulbe Family in Gwandu. London.","1952-1953, 1953-1955 (field dates)","Semisedentary population of the Sokoto empire with the Wodaabe in town of Gwandu/Gando, Kebbi State, Nigeria",,194,0,3,0,https://archive.org/details/in.gov.ignca.29905,,
Wodaabe Fulani,,0,"Johnson, H. A. 1967. The Fulani Empire of Sokoto. London.",,Territory of the Sokoto empire/caliphate,,340,0,4,0,https://drive.google.com/file/d/1mzMYl0cMFxuJGIZsgUrKQICQroOBvyGF/view?usp=drive_link,,
Wodaabe Fulani,,1,"Riesman, Paul. 1977. Freedom in Fulani Social Life. M. Fuller, trans. Chicago.",1966-1969 (field dates),"around town of Djibo, Soum Province, Burkina Faso",,326,0,3,0,https://archive.org/details/freedominfulanis0000ries_e7v2,,
Wodaabe Fulani,,1,"St. Croix, F. W. de. 1944. The Fulani of Northern Nigeria.",1930-1944 (field dates),Fulani of Northern Nigeria,,75,0,5,1,https://wiredspace.wits.ac.za/items/3a735640-dce0-4bf4-a0ce-eeb35f77a2aa,,
Wodaabe Fulani,,1,"St. Croix, F. W. de. 1972. The Fulani of Northern Nigeria: Some General Notes. Farnborough.",1930-1944 (field dates),Fulani of Northern Nigeria,,80,0,3,0,https://drive.google.com/file/d/136vfBuaovCTWvu53nxi6vTnhd9VzAzG3/view?usp=drive_link,,
Wodaabe Fulani,,1,"Stenning, Derrick J. 1971. Household Variability among the Pastoral Fulani. In: The developmental cycle in domestic groupsCambridge Papers in Social Anthropology 1: 92-119.",1951-1953 (field dates),"Borno State, Nigeria",,27,processed_nocode,2,0,https://ehrafworldcultures.yale.edu/document?id=ms11-006,,
Wodaabe Fulani,,1,"Stenning, Derrick J. 1965. The Pastoral Fulani of Northern Nigeria. In J. L. Gibbs, Jr. (ed.), Peoples of Africa, 361-401.",1951-1953 (field dates); 1951-1953 (total coverage),Fulani of Northeastern Nigeria,,40,processed_nocode,2,1,https://ehrafworldcultures.yale.edu/document?id=ms11-007,,
Wodaabe Fulani,,1,"Stenning, Derrick J. 1959. Savannah Nomads, A Study of the Wodaabe Pastoral Fulani of Western Bornu Province, Northern Region, Nigeria. London: Oxford University Press.",1951-1953 (field dates); 1804-1953 (total coverage),"Western Borno/Bornu State, Nigeria",,281,processed_nocode,2,1,https://ehrafworldcultures.yale.edu/document?id=ms11-001,,
Wolof,1950,,,,"Upper and Lower Salum (Saloum), Gambia","The Wolof of Upper and Lower Salum in the Gambia, centering on 13 45''N and 15 20'W, in 1950. […] The Wolof, who speak languages of the Atlantic subfamily of Niger-Congo live in western Senegal and adjacent Gambia. They are divided into eight divisions: 1. Walo in the extreme north. 2. Jolof in the northeast. 3. Kayor in the west. 4. Baol in the west, south of Kayor. 5. Sine in the west, south of Baol. 6. Salum in the southeast. 7. Barra in the southwest. 8. Baddibu in the south, east of Barra and southwest of Salum. […] The Wolof of Upper Salum and Lower Salum in the Gambia are selected because both Ames and Gamble did their field work there. Ames worked in the village of Njau (13 45'N, 15 20'W) for five months and then for four months in the village of Ballanghar somewhat to the west; the former is in Upper and the latter in Lower Salum; he also made short trips across the border into Senegal. […] The date of 1950 is selected as that of the field work of Ames; that of Gamble was two years earlier. (White 2009, p. 28)",2474,,,,,,
Wolof,,0,"Ames, David W. 1953. Plural marriage among the Wolof in the Gambia: with a consideration of problems of marital adjustment and patterned ways of resolving tensions. (Doctoral Dissertation, Northwestern University).",1950-1951 (field dates); 1950-1951 (total coverage),"Njau Hamlet, Upper Saloum District and Ballangar village, Lower Saloum District, Gambia",,151,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ms30-008,"Same author, same group, same time period",
Wolof,,0,"Ames, David W. 1958. The Dual Function of the"" Little People"" of the Forest in the Lives of the Wolof. The Journal of American Folklore, 71(279), 23-26",1950-1951 (field dates),"Upper and Lower Saloum districts, Gambia and neighbouring villages in Senegal",,3,processed_nocode,2,1,https://ehrafworldcultures.yale.edu/document?id=ms30-010,,
Wolof,,0,"Ames, David W. 1959a. Belief in Witches among the Rural Wolof of the Gambia. Africa 24: 263-273.",1950-1951 (field dates); 1950-1951 (total coverage),"Njau Hamlet, Upper Saloum District and Ballangar village, Lower Saloum District, Gambia",,10,processed_nocode,2,0,https://ehrafworldcultures.yale.edu/document?id=ms30-009,,
Wolof,,--,"Ames, David W. 1959b. Selection of Mates. In Continuity and Change in African Cultures. W. R. Bascom and M. J. Herskovits, eds. pp. 156-68. Chicago.",1950-1951 (field dates),"Njau Hamlet, Upper Saloum District, Central Division, Gambia",,12,processed_nocode,2,0,https://archive.org/details/in.gov.ignca.16587,"There is no chapter titled 'selection of mates' by David Ames or any other author in the cited book. Further, I was unable to track down a different paper or book chapter by David Ames with the same title.",
Wolof,,0,"Ames, David W. 1959c. Wolof Co-operative Work Groups. In Continuity and Change in African Cultures. W. R. Bascom and M. J. Herskovits, eds. pp. 224-237. Chicago.",1950-1951 (field dates); 1950-1951 (total coverage),"Njau Hamlet, Upper Saloum District and Ballangar village, Lower Saloum District, Gambia",,13,processed_nocode,2,1,https://ehrafworldcultures.yale.edu/document?id=ms30-002,,
Wolof,,1,"Ames, David W. 1962. The Rural Wolof of the Gambia. In P. Bohannan and G. Dalton (eds.), Markets in Africa, 29-60.",1950-1951 (field dates),"Njau Hamlet, Upper Saloum District, Central Division, Gambia",,31,0,2,1,https://archive.org/details/marketsinafrica00boha,,
Wolof,,0,"Arnaud, Robert. 1924. Notes sur la magie et la sorcellerie A Saint-Lois du Sénégal. Revue d’Ethnographie et des Traditions Populaires 5: 273-286.",,"City of Saint-Louis, Senegal",,13,0,5,0,https://gallica.bnf.fr/ark:/12148/bpt6k1192171x/f10.item,,
Wolof,,0,"Balandier, Georges. 1949. Femmes ""possédées"" et leurs chants. Présence Africane 5: 749-754.",,"Lébou/Lebu subgroup of Wolof, around the southern part of the Cap Vert peninsula, Senegal",,5,0,5,0,https://www.jstor.org/stable/pdf/24346590.pdf?casa_token=Df2S6QR_NCYAAAAA:ZYUqAbbs_al3QKMuc12Y0-c2Xf7a8zHng2JWuhfXernx1xbbyi2TZULvTmFS2yvdarD4DmPqGkfMxFeHXpMKFY90UqA71J5SiXhc8vIfKBxUrXegEvs,,
Wolof,,--,"Boas, Franziska. 1962. African Dances. New York.",,,,nd,0,5,0,Unavailable through ILL,,
Wolof,,1,"Faladé, Solange. 1963. Women of Dakar and the Surrounding Urban Area. In D. Paulme (ed.), Women of Tropical Africa, 217-229.",1955-1960 (field dates); 1955-1960 (total coverage),"Dakar, Senegal",,12,processed_nocode,3,1,https://ehrafworldcultures.yale.edu/document?id=ms30-042,,
Wolof,,1,"Gailey, H. A. 1965. A History of the Gambia.",,All of the Gambia,,255,0,5,1,https://drive.google.com/file/d/1bF7fdhZBgc9pLQrefhcMZEz5lhmg0mkA/view?usp=drive_link,,
Wolof,,0,"Gailey, H. A. 1975. Historical dictionary of the Gambia.",1200s-1970 (total coverage),All of the Gambia,,178,0,0,0,https://drive.google.com/file/d/1LpFA80EefnA3hgHl4kFl5zzpnPwqkF8X/view?usp=drive_link,"Same author, same group, same time period",
Wolof,,0,"Gamble, David P. 1949. Contributions to a socio-economic survey of the Gambia. Research Department, Colonial Office.",1948 (field date); 1948 (total coverage),"Mostly on the Mandinka, with some work on Wolofs of vilalge of Njau, Upper Saloum, Gambia",,14,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ms30-014,"Same author, same group, same time period?",
Wolof,,1,"Gamble, David P. 1957. The Wolof of Senegambia.",1948 (field date); 1948 (total coverage),"Upper and Lower Saloum districts, Gambia and Senegal",,110,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=ms30-001,,
Wolof,,0,"Gamble, David P., & David Ames. ca. 1991. A Wolof naming ceremony: human interaction and its aesthetic significance. In verbal and visual expressions of wolof culture (Issue no. 22, pp. 141–160 leaves). [s.n.].",1950 (field date); 1950 (total coverage),"Upper and Lower Saloum; Buntung near Njau, Upper Saloum, Gambia",,19,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ms30-049,"Same author, same group, same time period?",
Wolof,,1,"Gorer, Geoffrey. 1944. Function of Dance Forms in Primitive African Communities. In The Function of Dance in Human Society. Franziskal. Boas, ed. pp. 21-40. New York.",1936 (field date),Wolof who live in Senegal in the country near and around Dakar,,19,0,5,0,https://archive.org/details/functionofdancei00boas,,
Wolof,,0,"Gray, J. M. 1966. A History of the Gambia. New York: London: Frank Cass & Co.","1455-1938 (total coverage), primary focus: 1588-1938",All of the Gambia,,523,0,5,1,https://drive.google.com/file/d/1CSZ3tsHqpNOdGwVjRJIOrPZ_tQM9rWGA/view?usp=drive_link,,
Wolof,,1,"Irvine, Judith T. 1973. Caste and Communication in a Wolof Village. Ph.D. Dissertation, University of Pennsylvania.",1970-1971 (field dates); 1970-1971 (total coverage),"Village of 'Kir Matar,' Senegal",,550,processed_nocode,3,0,https://ehrafworldcultures.yale.edu/document?id=ms30-043,,
Wolof,,0,"Irvine, Judith T. 1978. Wolof noun classification: the social setting of divergent change. Language in Society, Vol. 7, 37–64.","1970-1971, 1975 (field dates); 1970-1971, 1975 (total coverage)","Kayor region, Senegal",,27,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ms30-054,"Same author, same group, same time period?",
Wolof,,0,"Irvine, Judith T. 1989. Strategies of status manipulation in the Wolof greeting. In explorations in the ethnography of speaking (Issue no. 8, pp. 167–191, 459–460). Cambridge University Press.",1970-1971 (field dates); 1970-1971 (total coverage),"Village of Kïr Matar (name fictionalized). Kïr Matar is in Senegal, in a region formerly known as the kingdom of Kayor",,26,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ms30-053,"Same author, same group, same time period?",
Wolof,,0,"Irvine, Judith T. 1990a. Registering affect: heteroglossia in the linguistic expression of emotion. In language and the politics of emotion (pp. 126–161). Cambridge University Press : Editions de la maison des sciences de l’homme.","1970-1971, 1975, 1977, 1984 (field dates); 1970-1971, 1975, 1977, 1984 (total coverage)","prefecture of Tivaouane, Senegal",,35,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ms30-052,"Same author, same group, same time period?",
Wolof,,0,"Irvine, Judith T. 1990b. When is genealogy history? Wolof genealogies in comparative perspective. American Ethnologist, Vol. 5(no. 4), 651–674.","1970-1971, 1975 (field dates); 1970-1971, 1975 (total coverage)","Kayor region, Senegal",,23,processed_nocode,0,0,https://ehrafworldcultures.yale.edu/document?id=ms30-051,"Same author, same group, same time period?",
Wolof,,1,"Marty, E. 1901. Les Mourides d’Amadou Bamba. Revue du Monde Musulman 25: 3-164.",,"Dakar, Senegal",,161,0,5,0,https://drive.google.com/file/d/15SgiEjVtvasrt3u61HuI1l4uLQhczGhW/view?usp=share_link,,
Wolof,,0,"Trimingham, John. S. 1962. A History of Islam in West Africa. London.",,,,284,0,5,0,https://archive.org/details/historyofislamin0000unse,"Wolof primarily discussed in chapter 5, pgs 174-177",
Xavante (Shavante),1958,,,,"Village of São Domingo, Mato Grosso State, Brazil","The Shavante of the Vicinity of Sao Domingos, centered at 13 30'S and 51 30'W, in 1958. […] The General Ge peoples, formerly located largely in the Brazilian state of Goias, are divided into two divisions: (1) the Acroa and Guegue, (2) the Akwe, embracing the Shavante, Sherente, and the extinct Shacriaba. Until about 1850 the Shavante and Sherente were essentially one people, living in the north central part of the state of Goias. Here they put up strong resistance to gold prospectors and advancing settlers from 1732 on. Around 1850 those who were to become the Shavante separated from the subsequent Sherente, leaving the territory formerly occupied in north central Goias between the Tocantins and Araguaya Rivers and moving west across the Araguaya, where they have since occupied a number of settlements on and west of the Rio dos Mortes, a western tributary of the Araguaya in the extreme eastern part of the state of Mato Grosso. […] Selection of Focus: The Shavante of Sao Domingos and vicinity were selected because Maybury-Lewis did most of his field research there, although he also spent brief periods at Santa Terezinha and Sao Marcos. […] Time: The date of 1958 is selected as that of Maybury-Lewis's first and major period of field work. (White 2009, p. 215)",602,,,,,,
Xavante (Shavante),,1,"Forno, Mario. 1970. Chavante: Ergologia e Attività Economiche. L’Universo 50: 1017-1056.",1930s-1960s (field dates); 1930s-1960s (total coverage),"Mato Grosso state between the Rio das Mortes and the Culuene River, Brazil",,39,0,3,0,https://drive.google.com/file/d/12lTTXI81Kr0EqYK9pMu-IJGRkNOepyZv/view?usp=share_link,Based off of documents of Salesian missionary Antonio Colbacchini who lived and preached among the Xavante in the 1930s-1960s.,
